collection_no,occurrences.genus_reso,occurrences.genus_name,original.genus_reso,original.genus_name,collections.stage,collections.ma_max,collections.ma_min
20366,,Microtus,,,,0.4,0.4
20367,,Geomys,,,,0.4,0.4
20367,,Reithrodontomys,,,,0.6,0.4
20368,,Geomys,,,,0.6,0.4
20368,,Reithrodontomys,,,,0.4,0.4
20369,,Spermophilus,,,,0.4,0.4
20369,,Spermophilus,,,,0.4,0.4
20369,,Geomys,,,,0.4,0.4
20369,,Microtus,,,,0.3,0.3
20369,,Ondatra,,,,0.3,0.3
20369,,Mictomys,,Synaptomys,,0.3,0.3
20369,,Phenacomys,,Clethrionomys,,0.3,0.3
20369,,Microtus,,Pitymys,,0.3,0.3
20370,,Spermophilus,,,,0.3,0.3
20370,,Geomys,,,,0.3,0.3
20370,,Microtus,,Pitymys,,0.3,0.3
20371,,Cynomys,,,,0.3,0.3
20374,,Thomomys,,,,0.3,0.3
20374,,Dipodomys,,,,0.3,0.3
20374,,Peromyscus,,,,0.3,0.3
20374,,Microtus,,Microtus,,0.8,0.7
20375,,Cynomys,,,,0.8,0.7
20375,,Geomys,,,,0.8,0.7
20375,,Castoroides,,,,0.8,0.7
20375,,Ondatra,,Ondatra,,0.8,0.7
20376,,Spermophilus,,,,0.8,0.7
20376,,Ondatra,,Ondatra,,2.2,0.3
20378,,Sigmodon,,Sigmodon,,2.2,0.3
20380,,Cynomys,,,,2.2,0.3
20380,,Spermophilus,,Spermophilus,,0.8,0.7
20380,,Microtus,,Microtus,,0.8,0.7
20382,,Cynomys,,,,0.8,0.7
20383,,Geomys,,,,0.8,0.7
20383,,Microtus,,,,0.8,0.7
20384,,Glaucomys,,,,0.8,0.7
20384,,Erethizon,,,,0.8,0.7
20384,,Ondatra,,,,0.3,0.3
20384,,Peromyscus,,,,0.6,0.5
20384,,Sigmodon,,,,0.6,0.5
20384,,Neotoma,,,,0.6,0.5
20384,,Sciurus,,Sciurus,,0.6,0.5
20384,,Orthogeomys,,Geomys,,0.6,0.5
20384,,Neochoerus,,Hydrochoerus,,0.6,0.5
20384,,Reithrodontomys,,Reithrodontomys,,0.6,0.5
20384,,Peromyscus,,Peromyscus,,0.6,0.5
20385,,Sciurus,,,,0.6,0.5
20385,,Glaucomys,,,,0.6,0.5
20385,,Sigmodon,,,,0.8,0.5
20385,,Peromyscus,,,,0.8,0.5
20385,,Peromyscus,,,,0.8,0.5
20385,,Reithrodontomys,,,,0.8,0.5
20385,,Reithrodontomys,,,,0.8,0.5
20385,,Baiomys,,,,0.2,0.2
20385,,Atopomys,,,,0.2,0.2
20385,,Ondatra,,,,0.2,0.2
20385,,Geomys,,Orthogeomys,,0.2,0.2
20386,,Microtus,,,,0.2,0.2
20387,,Thomomys,,,,0.2,0.2
20387,,Peromyscus,,,,0.3,0.3
20387,,Spermophilus,,Citellus,,0.3,0.3
20387,,Microtus,,Microtus,,0.3,0.3
20387,,Neotoma,,Neotoma,,0.3,0.3
20388,,Tamias,,,,0.3,0.3
20388,,Marmota,,,,0.3,0.3
20388,,Sciurus,,,,0.3,0.3
20388,,Tamiasciurus,,,,0.3,0.3
20388,,Glaucomys,,,,1.1,0.3
20388,,Neotoma,,,,1.1,0.3
20388,,Neotoma,,,,1.1,0.3
20388,,Clethrionomys,,,,1.1,0.3
20388,,Microtus,,,,1.1,0.3
20388,,Microtus,,,,1.1,0.3
20388,,Microtus,,,,1.1,0.3
20388,,Synaptomys,,,,0.3,0.3
20388,,Synaptomys,,,,0.3,0.3
20388,,Zapus,,,,0.3,0.3
20389,,Spermophilus,,,,0.3,0.3
20389,,Castor,,,,0.3,0.3
20389,,Geomys,,,,0.3,0.3
20389,,Thomomys,,,,0.3,0.3
20389,,Prodipodomys,,,,0.3,0.3
20389,,Reithrodontomys,,,,0.3,0.3
20389,,Peromyscus,,,,0.3,0.3
20389,,Onychomys,,,,0.3,0.3
20389,,Neotoma,,,,0.3,0.3
20389,,Pliophenacomys,,,,0.3,0.3
20389,,Hibbardomys,,,,0.3,0.3
20389,,Hibbardomys,,,,0.3,0.3
20389,,Ondatra,,,,0.3,0.3
20389,,Mimomys,,,,0.4,0.3
20389,,Guildayomys,,,,0.4,0.3
20389,,Zapus,,,,0.4,0.3
20389,,Javazapus,,,,0.3,0.3
20389,,Tyrannomys,,,,0.3,0.3
20389,,Allophaiomys,,Microtus,,0.3,0.3
20389,,Mictomys,,Synaptomys,,0.9,0.3
20390,,Geomys,,,,0.9,0.3
20390,,Thomomys,,,,0.9,0.3
20390,,Castoroides,,,,0.9,0.3
20390,,Reithrodontomys,,,,0.9,0.3
20390,,Peromyscus,,,,0.9,0.3
20390,,Peromyscus,,,,0.9,0.3
20390,,Neotoma,,,,0.9,0.3
20390,,Neofiber,,,,0.9,0.3
20390,,Microtus,,,,2,0.1
20390,,Zapus,,,,2,0.1
20390,,Cynomys,,Cynomys,,3.7,0
20390,,Chaetodipus,,Perognathus,,2.1,0
20390,,Ondatra,,Ondatra,,0.3,0.3
20390,,Microtus,,Pitymys,,0.3,0.3
20391,,Cynomys,,,,0.3,0.3
20391,,Geomys,,,,0.3,0.3
20391,,Onychomys,,,,0.3,0.3
20391,,Peromyscus,,,,0.3,0.3
20391,,Neotoma,,,,0.3,0.3
20391,,Sigmodon,,,,0.3,0.3
20391,,Ondatra,,,,0.3,0.3
20391,,Spermophilus,,Citellus,,0.3,0.3
20391,,Spermophilus,,Citellus,,0.3,0.3
20391,,Chaetodipus,,Perognathus,,0.3,0.3
20391,,Mictomys,,Synaptomys,,0.3,0.3
20391,,Allophaiomys,,Pedomys,,0.3,0.3
20392,,Atopomys,,,,0.3,0.3
20393,,Dicrostonyx,,Dicrostonyx,,0.3,0.3
20397,,Castor,,,,1.5,0
20398,,Oryzomys,,,,1.5,0
20398,,Sigmodon,,,,2.1,0
20398,,Reithrodontomys,,,,1.6,0.3
20400,,Geomys,,,,1.6,0.3
20400,,Castoroides,,Castoroides,,1.6,0.3
20400,,Sigmodon,,Sigmodon,,1.6,0.3
20400,,Microtus,,Microtus,,1.6,0.3
20402,,Geomys,,,,1.6,0.3
20402,,Sigmodon,,,,2.1,0
20402,,Podomys,,,,0.4,0.4
20402,,Microtus,,Pedomys,,0.4,0.4
20402,,Synaptomys,,,,0.4,0.4
20403,,Castoroides,,Castoroides,,0.4,0.4
20405,,Neotoma,,,,0.4,0.4
20405,,Peromyscus,,,,0.9,0
20405,,Lemmiscus,,,,0.9,0
20405,,Microtus,,,,2,2
20405,,Zapus,,,,2,2
20406,,Thomomys,,,,2,2
20406,,Peromyscus,,,,2,2
20406,,Spermophilus,,,,2,2
20406,,Zapus,,,,2,2
20406,,Mimomys,,,,2,2
20406,,Allophaiomys,,,,2,2
20406,,Mictomys,,,,2,2
20406,,Phenacomys,,,,2,2
20406,,Neotamias,,Eutamias,,2,2
20407,,Microtus,,,,0.3,0.3
20407,,Sciurus,,,,0.3,0.3
20407,,Mictomys,,Synaptomys,,0.3,0.3
20408,,Geomys,,,,0.3,0.3
20408,,Mictomys,,,,0.3,0.3
20408,,Microtus,,,,0.3,0.3
20410,,Mictomys,,,,0.3,0.3
20410,,Mimomys,,,,0.3,0.3
20410,,Phenacomys,,,,0.3,0.3
20410,,Lemmiscus,,,,0.3,0.3
20410,,Allophaiomys,,,,0.3,0.3
20410,,Microtus,,,,0.3,0.3
20410,,Ondatra,,,,0.3,0.3
20410,,Spermophilus,,,,4.7,0
20413,,Cynomys,,,,4.7,0
20413,,Spermophilus,,,,0.9,0.3
20413,,Geomys,,,,0.9,0.3
20413,,Dipodomys,,,,0.9,0.3
20413,,Peromyscus,,,,0.9,0.3
20413,,Ondatra,,,,0.9,0.3
20413,,Microtus,,,,0.9,0.3
20413,,Mictomys,,,,0.9,0.3
20413,,Microtus,,Microtus,,0.9,0.3
20413,,Microtus,,Microtus,,2.1,2.1
20415,,Sigmodon,,,,2.1,2.1
20415,,Neofiber,,,,0.2,0.2
20417,,Castor,,,,0.2,0.2
20417,,Spermophilus,,Citellus,,0.2,0.2
20418,,Cynomys,,Cynomys,,0.2,0.2
20419,,Erethizon,,,,0.2,0.2
20420,,Spermophilus,,,,0.2,0.2
20420,,Geomys,,,,2.1,0
20420,,Reithrodontomys,,,,0.3,0.3
20420,,Microtus,,,,0.3,0.3
20422,,Reithrodontomys,,,,0.3,0.3
20422,,Peromyscus,,,,0.3,0.3
20422,,Synaptomys,,,,0.3,0.3
20422,,Ondatra,,,,0.3,0.3
20422,,Microtus,,,,1.1,0.1
20422,,Microtus,,Pedomys,,1.1,0.1
20422,,Zapus,,,,1.1,0.1
20422,,Spermophilus,,Citellus,,1.1,0.1
20422,,Oryzomys,,Oryzomys,,1.1,0.1
20423,,Cynomys,,,,1.1,0.1
20423,,Geomys,,,,1.1,0.1
20423,,Reithrodontomys,,,,1.1,0.1
20423,,Peromyscus,,,,1.1,0.1
20423,,Peromyscus,,,,2,0
20423,,Peromyscus,,,,2,0
20423,,Neotoma,,,,2,0
20423,,Synaptomys,,,,0.5,0.2
20423,,Ondatra,,,,0.5,0.2
20423,,Microtus,,,,0.5,0.2
20423,,Microtus,,Pedomys,,0.5,0.2
20423,,Zapus,,,,0.5,0.2
20423,,Spermophilus,,Citellus,,0.2,0.2
20423,,Spermophilus,,Citellus,,0.2,0.2
20423,,Oryzomys,,Oryzomys,,0.2,0.2
20424,,Geomys,,,,0.1,0.1
20424,,Peromyscus,,,,0.1,0.1
20424,,Peromyscus,,,,0.1,0.1
20424,,Synaptomys,,,,0.1,0.1
20424,,Ondatra,,,,0.1,0.1
20424,,Microtus,,,,0.1,0.1
20424,,Microtus,,Pedomys,,0.1,0.1
20425,,Neotoma,,,,0.1,0.1
20425,?,Ophiomys,,Mimomys,,0.1,0.1
20426,,Geomys,,,,0.1,0.1
20426,,Reithrodontomys,,,,2.1,0.3
20426,,Mictomys,,Synaptomys,,2.1,0.3
20426,,Allophaiomys,,Microtus,,0.8,0
20427,,Cynomys,,,,0.4,0.3
20427,,Spermophilus,,,,0.4,0.3
20427,,Geomys,,,,0.4,0.3
20427,,Perognathus,,,,0.4,0.3
20427,,Perognathus,,,,0.3,0.3
20427,,Onychomys,,,,0.3,0.3
20427,,Spermophilus,,Spermophilus,,0.3,0.3
20427,,Mictomys,,Synaptomys,,0.3,0.3
20429,,Microtus,,Pitymys,,0.3,0.3
20430,,Peromyscus,,,,0.3,0.3
20430,,Ondatra,,,,0.3,0.3
20430,,Spermophilus,,Citellus,,0.3,0.2
20432,,Lasiopodomys,,,,0.3,0.2
20432,,Microtus,,,,0.3,0.2
20432,,Phenacomys,,,,0.3,0.2
20432,,Dicrostonyx,,,,0.3,0.2
20432,,Mimomys,,,,0.3,0.2
20433,,Castoroides,,,,0.3,0.2
20434,,Castor,,,,0.3,0.2
20434,,Castoroides,,,,1.1,1.1
20434,,Spermophilus,,,,1.1,1.1
20434,,Lemmus,,,,1.1,1.1
20434,,Dicrostonyx,,,,1.1,1.1
20434,,Ondatra,,,,0.9,0.4
20434,,Microtus,,,,0.9,0.4
20434,,Microtus,,,,0.9,0.4
20434,,Microtus,,,,0.9,0.4
20435,,Castoroides,,,,0.9,0.4
20436,,Spermophilus,,,,0.9,0.4
20437,,Lemmus,,,,0.9,0.4
20437,cf.,Dicrostonyx,,,,0.2,0.2
20438,,Microtus,,,,0.2,0.2
20438,,Lemmus,,,,0.2,0.2
20438,cf.,Dicrostonyx,,,,0.2,0.2
20439,,Microtus,,,,0.2,0.2
20439,,Microtus,,,,0.2,0.2
20439,,Lemmus,,,,0.2,0.2
20439,cf.,Dicrostonyx,,,,0.2,0.2
20440,,Castoroides,,,,0.2,0.2
20440,,Neochoerus,,,,0.2,0.2
20440,,Neofiber,,,,0.2,0.2
20440,,Neotoma,,,,0.2,0.2
20440,,Oryzomys,,,,0.3,0.3
20440,,Peromyscus,,,,0.3,0.3
20440,,Sigmodon,,,,0.3,0.3
20440,,Reithrodontomys,,Reithrodontomys,,0.3,0.3
20442,,Thomomys,,,,0.3,0.3
20442,,Prodipodomys,,,,0.3,0.1
20442,,Peromyscus,,,,0.3,0.1
20442,,Neotoma,,Neotoma,,0.3,0.1
20442,,Microtus,,Pitymys,,4.1,0.1
20444,,Thomomys,,,,3.1,0.2
20444,,Neotoma,,,,0.4,0.4
20444,,Neotoma,,,,0.4,0.4
20444,,Neotoma,,,,0.4,0.2
20444,,Sigmodon,,,,0.3,0.3
20445,,Sciurus,,,,0.3,0.3
20445,,Thomomys,,,,0.3,0.3
20445,,Neotoma,,,,0.3,0.3
20445,,Neotoma,,,,0.3,0.3
20446,,Spermophilus,,,,0.3,0.3
20446,,Thomomys,,,,0.3,0.3
20446,,Neotoma,,,,2.1,0
20447,,Thomomys,,,,2.1,0
20447,,Neotoma,,,,2,0.3
20447,,Neotoma,,,,2,0.3
20451,,Spermophilus,,,,2,0.3
20451,,Geomys,,,,2,0.3
20451,,Reithrodontomys,,,,2,0.3
20451,,Peromyscus,,,,2,0.3
20451,,Onychomys,,,,2,0.3
20451,,Ondatra,,,,2,0.3
20451,,Microtus,,Microtus,,0.781,0.011
20453,,Thomomys,,,,3.6,0.781
20454,,Thomomys,,,,3.6,0.781
20454,,Dipodomys,,,,3.6,0.781
20454,?,Peromyscus,,,,1.81,0.011
20454,,Neotoma,,,,5.33,3.6
20454,,Microtus,,Microtus,,5.33,3.6
20459,,Thomomys,,,,15.97,11.61
20460,,Thomomys,,,,15.97,11.61
20460,,Dipodomys,,,,15.97,11.61
20460,,Peromyscus,,,,15.97,11.61
20460,,Neotoma,,,,5.33,0.011
20460,,Microtus,,,,5.33,0.011
20462,,Thomomys,,,,5.33,0.011
20462,,Peromyscus,,,,5.33,0.011
20462,,Microtus,,,,5.33,0.011
20464,,Thomomys,,,,5.33,0.011
20464,,Dipodomys,,,,5.33,0.011
20464,,Peromyscus,,,,5.33,0.011
20464,,Microtus,,,,5.33,0.011
20465,,Thomomys,,,,5.33,0.011
20470,,Thomomys,,,,5.33,0.011
20470,,Dipodomys,,,,5.33,0.011
20470,cf.,Microtus,,,,1.81,0.011
20471,,Thomomys,,,,1.81,0.011
20472,,Thomomys,,,,1.81,0.011
20472,,Dipodomys,,,,1.81,0.011
20472,,Neotoma,,,,1.81,0.011
20472,,Microtus,,,,5.33,3.6
20473,,Thomomys,,,,5.33,3.6
20475,,Geomys,,,,2.59,1.81
20475,,Peromyscus,,,,2.59,1.81
20475,,Sigmodon,,,,2.59,1.81
20475,,Ondatra,,,,2.59,1.81
20475,,Microtus,,Pedomys,,2.59,1.81
20477,,Cynomys,,,,2.59,1.81
20477,,Spermophilus,,,,2.59,1.81
20477,,Sciurus,,,,2.59,1.81
20477,,Thomomys,,,,2.59,1.81
20477,,Neotoma,,,,2.59,1.81
20477,,Neotoma,,,,3.6,2.59
20477,,Microtus,,,,3.6,2.59
20477,,Mimomys,,,,3.6,2.59
20477,,Mictomys,,,,3.6,2.59
20477,,Ondatra,,,,3.6,2.59
20477,,Allophaiomys,,,,3.6,2.59
20477,,Erethizon,,,,3.6,2.59
20477,,Eutamias,,Tamias,,3.6,2.59
20477,,Marmota,,Marmota,,3.6,2.59
20477,,Spermophilus,,Spermophilus,,3.6,2.59
20477,,Tamiasciurus,,Tamiasciurus,,3.6,2.59
20477,,Microtus,,Pitymys,,3.6,2.59
20477,,Lemmiscus,,Lagurus,,2.59,1.81
20477,,Phenacomys,,Phenacomys,,2.59,1.81
20478,,Ondatra,,Ondatra,,2.59,1.81
20479,,Marmota,,,,2.59,1.81
20479,,Castor,,,,2.59,1.81
20479,,Peromyscus,,,,2.59,1.81
20479,,Erethizon,,,,2.59,1.81
20479,,Ondatra,,Anaptogonia,,2.59,1.81
20479,,Neofiber,,Microtus,,2.59,1.81
20479,,Zapus,,Zapus,,2.59,1.81
20480,,Cynomys,,,,2.59,1.81
20480,,Cynomys,,,,2.59,1.81
20481,,Spermophilus,,,,2.59,1.81
20483,,Lemmus,,,,2.59,1.81
20485,,Cynomys,,,,2.59,1.81
20491,,Sciurus,,,,3.6,2.59
20491,,Sciuropterus,,Glaucomys,,2.59,1.81
20491,,Geomys,,,,2.59,1.81
20491,,Microtus,,Pitymys,,2.59,1.81
20491,,Neofiber,,,,2.59,1.81
20491,,Synaptomys,,,,2.59,1.81
20491,,Oryzomys,,,,0.011,0
20491,,Peromyscus,,,,0.011,0
20491,,Peromyscus,,,,0.011,0
20491,,Ochrotomys,,,,0.011,0
20491,,Sigmodon,,,,0.011,0
20491,,Neotoma,,,,0.011,0
20491,,Neochoerus,,Hydrochoerus,,0.011,0
20491,,Podomys,,Peromyscus,,0.011,0
20492,,Geomys,,,,0.011,0
20492,,Castoroides,,,,0.011,0
20492,?,Reithrodontomys,,,,0.011,0
20492,,Neotoma,,,,0.011,0
20492,,Microtus,,,,0.011,0
20492,,Neofiber,,,,0.011,0
20492,,Ondatra,,,,0.011,0
20492,,Spermophilus,,Citellus,,0.011,0
20492,,Microtus,,Microtus,,0.011,0
20495,,Neotoma,,,,0.011,0
20495,,Hydrochoerus,,,,0.011,0
20495,,Sigmodon,,,,0.011,0
20497,,Cynomys,,,,0.011,0
20500,,Cynomys,,,,0.011,0
20500,,Spermophilus,,,,0.011,0
20500,,Geomys,,,,0.011,0
20500,,Castor,,,,0.011,0
20500,,Castoroides,,,,0.011,0
20500,,Neotoma,,,,0.011,0
20500,,Microtus,,,,0.011,0
20500,,Ondatra,,Ondatra,,0.011,0
20501,,Cynomys,,,,0.011,0
20501,,Thomomys,,,,0.011,0
20501,,Geomys,,,,0.011,0
20501,,Castor,,,,0.011,0
20501,,Castoroides,,,,0.011,0
20501,,Onychomys,,,,0.011,0
20501,,Microtus,,,,0.011,0
20501,,Ondatra,,Ondatra,,0.011,0
20503,,Thomomys,,,,0.011,0
20503,,Neotoma,,,,0.011,0
20503,,Peromyscus,,,,0.011,0
20503,,Microtus,,Terricola,,0.011,0
20503,,Mictomys,,,,0.011,0
20503,,Microtus,,,,0.011,0
20503,,Cynomys,,,,0.011,0
20503,,Cynomys,,,,0.011,0
20503,cf.,Spermophilus,,,,0.011,0
20503,,Spermophilus,,,,0.011,0
20504,,Allophaiomys,,,,0.011,0
20504,,Lemmiscus,,,,0.011,0
20504,,Mictomys,,,,0.011,0
20504,,Reithrodontomys,,,,0.011,0
20504,,Erethizon,,,,0.011,0
20504,,Thomomys,,,,0.011,0
20504,,Cynomys,,,,0.011,0
20504,,Cynomys,,,,0.011,0
20504,,Spermophilus,,,,0.011,0
20505,,Allophaiomys,,,,0.011,0
20505,,Mictomys,,,,0.011,0
20505,,Neotoma,,,,0.011,0
20505,,Peromyscus,,,,1.81,0.011
20505,,Reithrodontomys,,,,1.81,0.011
20505,,Thomomys,,,,23.03,15.97
20505,,Cynomys,,,,23.03,15.97
20505,,Cynomys,,,,2.59,1.81
20505,,Spermophilus,,,,2.59,1.81
20505,,Spermophilus,,,,5.33,1.81
20505,,Spermophilus,,,,3.6,2.59
20505,,Lemmiscus,,Lemmiscus,,3.6,2.59
20505,,Microtus,,Phenacomys,,3.6,2.59
20506,,Allophaiomys,,,,3.6,2.59
20506,,Lemmiscus,,,,3.6,2.59
20506,,Microtus,,,,3.6,2.59
20506,,Mictomys,,,,3.6,2.59
20506,,Neotoma,,,,3.6,2.59
20506,,Peromyscus,,,,3.6,2.59
20506,,Thomomys,,,,3.6,2.59
20506,,Cynomys,,,,3.6,2.59
20506,,Spermophilus,,,,3.6,2.59
20506,,Spermophilus,,,,3.6,2.59
20506,,Spermophilus,,,,3.6,2.59
20507,,Allophaiomys,,,,3.6,2.59
20507,,Lemmiscus,,,,3.6,2.59
20507,,Mictomys,,,,3.6,2.59
20507,,Neotoma,,,,3.6,2.59
20507,,Peromyscus,,,,3.6,2.59
20507,,Thomomys,,,,3.6,2.59
20507,,Cynomys,,,,3.6,2.59
20507,,Spermophilus,,,,3.6,2.59
20508,,Myodes,,Clethrionomys,,3.6,2.59
20508,,Microtus,,,,5.33,0.011
20508,,Phenacomys,,,,3.6,2.59
20509,,Lemmiscus,,,,3.6,2.59
20509,,Microtus,,,,3.6,2.59
20509,,Sciurus,,,,3.6,2.59
20510,,Myodes,,Clethrionomys,,3.6,2.59
20510,,Mictomys,,,,3.6,2.59
20510,,Sciurus,,,,3.6,2.59
20510,,Ammospermophilus,,Spermophilus,,3.6,2.59
20511,,Mictomys,,,,3.6,2.59
20512,,Lemmiscus,,,,3.6,2.59
20512,,Microtus,,,,3.6,2.59
20512,,Thomomys,,,,3.6,2.59
20513,,Myodes,,Clethrionomys,,3.6,2.59
20513,,Reithrodontomys,,,,3.6,2.59
20513,,Sciurus,,,,3.6,2.59
20514,,Microtus,,,,3.6,2.59
20514,,Microtus,,,,3.6,2.59
20514,,Phenacomys,,,,3.6,2.59
20514,,Neotoma,,,,3.6,2.59
20514,,Peromyscus,,,,3.6,2.59
20514,,Reithrodontomys,,,,3.6,2.59
20514,,Reithrodontomys,,,,3.6,2.59
20514,,Erethizon,,,,2.59,1.81
20514,,Thomomys,,,,2.59,1.81
20514,,Cynomys,,,,2.59,1.81
20514,,Spermophilus,,,,2.59,1.81
20514,,Eutamias,,Eutamias,,2.59,1.81
20515,,Dipodomys,,,,2.59,1.81
20515,,Dipodomys,,,,2.59,1.81
20516,,Geomys,,,,2.59,1.81
20516,,Castor,,,,2.59,1.81
20516,,Castoroides,,,,3.6,2.59
20516,,Onychomys,,,,3.6,2.59
20516,,Reithrodontomys,,,,3.6,2.59
20516,,Peromyscus,,,,3.6,2.59
20516,,Microtus,,,,3.6,2.59
20516,,Zapus,,,,3.6,2.59
20516,,Cynomys,,Cynomys,,3.6,2.59
20516,,Cynomys,,Cynomys,,3.6,2.59
20516,,Spermophilus,,Citellus,,3.6,2.59
20516,,Spermophilus,,Citellus,,3.6,2.59
20516,,Microtus,,Microtus,,3.6,2.59
20520,,Geomys,,,,3.6,2.59
20520,,Neofiber,,,,3.6,2.59
20520,,Ondatra,,,,3.6,2.59
20520,,Castoroides,,,,2.59,1.81
20520,,Castor,,,,1.81,0.011
20520,,Neochoerus,,Neochoerus,,1.81,0.011
20523,,Spermophilus,,,,5.33,0.011
20523,,Spermophilus,,,,5.33,0.011
20523,,Perognathus,,,,5.33,0.011
20523,,Geomys,,,,5.33,0.011
20523,,Zapus,,,,5.33,0.011
20523,,Onychomys,,,,5.33,0.011
20523,,Ondatra,,,,5.33,0.011
20523,,Allophaiomys,,,,5.33,0.011
20523,,Cynomys,,Cynomys,,5.33,0.011
20523,,Mictomys,,Synaptomys,,5.33,0.011
20525,,Castor,,,,5.33,0.011
20526,,Sigmodon,,,,1.81,0.011
20527,,Peromyscus,,,,5.33,1.81
20528,,Thomomys,,,,5.33,1.81
20528,,Dipodomys,,,,1.81,0.011
20528,,Peromyscus,,,,1.81,0.011
20528,,Microtus,,,,5.33,2.59
20528,,Neotoma,,Neotoma,,5.33,2.59
20529,,Spermophilus,,,,5.33,2.59
20529,,Cynomys,,,,3.6,2.59
20529,,Microtus,,,,3.6,2.59
20529,,Geomys,,,,3.6,2.59
20530,,Spermophilus,,,,3.6,2.59
20530,,Geomys,,,,3.6,2.59
20530,,Perognathus,,,,3.6,2.59
20530,,Peromyscus,,,,3.6,2.59
20530,,Neotoma,,,,3.6,2.59
20530,,Neofiber,,,,1.81,0.011
20530,,Cynomys,,Cynomys,,1.81,0
20530,,Chaetodipus,,Perognathus,,23.03,11.61
20530,,Dipodomys,,Dipodomys,,23.03,11.61
20530,,Onychomys,,Onychomys,,23.03,11.61
20530,,Reithrodontomys,,Reithrodontomys,,23.03,11.61
20531,,Atopomys,,Atopomys,,23.03,11.61
20532,,Atopomys,,Atopomys,,1.81,0
20533,,Spermophilus,,,,1.81,0
20533,,Cynomys,,,,1.81,0
20533,,Geomys,,,,1.81,0
20534,,Mictomys,,,,0.011,0
20539,,Neochoerus,,Neochoerus,,0.011,0
20540,,Dipodomys,,,Piacenzian,0.011,0
20540,,Peromyscus,,,Piacenzian,0.011,0
20540,,Sigmodon,,,Piacenzian,0.011,0
20540,,Neotoma,,,Piacenzian,0.011,0
20540,,Spermophilus,,Rodentia,Piacenzian,1.81,0.011
20542,,Dipodomys,,,,1.81,0
20553,,Spermophilus,,,,0.011,0
20553,,Spermophilus,,,,0.011,0
20553,,Geomys,,,,0.011,0
20553,,Microtus,,,,1.81,0
20553,,Microtus,,,,1.81,0
20553,,Microtus,,Pitymys,,1.81,0.011
20554,,Marmota,,,,1.81,0.011
20554,,Spermophilus,,,,1.81,0.011
20554,,Sciurus,,,,0.011,0
20554,,Tamiasciurus,,,,0.011,0
20554,,Sciuropterus,,Glaucomys,,0.011,0
20554,,Thomomys,,,,0.011,0
20554,,Castor,,,,0.011,0
20554,,Peromyscus,,,,0.011,0
20554,,Neotoma,,,,0.011,0
20554,,Clethrionomys,,,,0.011,0
20554,,Phenacomys,,,,0.011,0
20554,,Microtus,,,,0.011,0
20554,,Synaptomys,,,,0.011,0
20554,,Neofiber,,,,0.011,0
20554,,Ondatra,,,,0.011,0
20554,,Atopomys,,Atopomys,,0.011,0
20554,,Erethizon,,Coendou,,0.011,0
20555,,Microtus,,,,0.011,0
20555,,Pitymys,,,,0.011,0
20555,,Microtus,,Pedomys,,0.011,0
20555,,Phenacomys,,,,0.011,0
20555,,Marmota,,,,0.011,0
20555,,Tamias,,,,0.011,0
20555,,Spermophilus,,,,0.011,0
20555,,Sciurus,,,,0.011,0
20555,,Sciuropterus,,Glaucomys,,0.011,0
20555,,Neotoma,,Neotoma,,0.011,0
20555,,Neotoma,,,,1.81,0.011
20555,,Neotoma,,,,1.81,0.011
20555,,Atopomys,,Atopomys,,0.011,0
20555,,Castor,,,,0.011,0
20555,,Peromyscus,,,,0.011,0
20555,,Synaptomys,,,,0.011,0
20555,,Ondatra,,,,0.011,0
20555,,Neofiber,,,,0.011,0
20555,,Thomomys,,,,1.81,0.011
20555,,Zapus,,,,1.81,0.011
20556,,Geomys,,,,0.011,0
20556,,Ondatra,,,,0.011,0
20556,,Castor,,,,1.81,0.011
20556,,Castoroides,,,,1.81,0.011
20559,,Cynomys,,,,1.81,0.011
20559,,Sciurus,,,,1.81,0.011
20559,,Thomomys,,,,1.81,0.011
20559,,Neotoma,,,,1.81,0.011
20559,,Neotoma,,,,1.81,0.011
20559,,Erethizon,,,,1.81,0.011
20559,,Eutamias,,Tamias,,1.81,0.011
20559,,Marmota,,Marmota,,1.81,0.011
20559,,Spermophilus,,Spermophilus,,1.81,0.011
20559,,Tamiasciurus,,Tamiasciurus,,1.81,0.011
20559,,Microtus,,Pitymys,,1.81,0.011
20559,,Microtus,,Microtus,,1.81,0.011
20559,,Lemmiscus,,Lagurus,,1.81,0.011
20560,,Geomys,,,,1.81,0.011
20560,,Ondatra,,,,0.011,0
20560,,Microtus,,,,0.011,0
20560,,Spermophilus,,Citellus,,1.81,0.011
20560,,Chaetodipus,,Perognathus,,0.011,0
20560,,Onychomys,,Onychomys,,0.011,0
20560,,Microtus,,Microtus,,0.011,0
20562,,Allophaiomys,,,,1.81,0.011
20562,,Ondatra,,,,1.81,0
20562,,Mictomys,,,,1.81,0
20563,,Spermophilus,,,,0.011,0
20563,,Thomomys,,,,0.011,0
20563,,Microtus,,,,1.81,0.011
20563,?,Oryzomys,,,,1.81,0.011
20563,,Cynomys,,Cynomys,,0.011,0
20563,,Allophaiomys,,Allophaiomys,,1.81,0.011
20563,,Mictomys,,Synaptomys,,1.81,0.011
20566,,Cynomys,,,,0.011,0
20567,,Spermophilus,,,,0.011,0
20567,,Spermophilus,,,,0.011,0
20567,,Geomys,,,,0.011,0
20567,,Castor,,,,0.011,0
20567,,Peromyscus,,,,0.011,0
20567,,Sigmodon,,,,0.011,0
20567,,Phenacomys,,,,0.011,0
